date,気象観測地ID,日照時間,日照時間（平年）,全天日射量,全天日射量（平年）,平均風速,最大風速,最大風速風向,最大瞬間風速,最大瞬間風速（風向）,最多風向,平均雲量,平均雲量（平年）,天気（日中）,天気（夜）,平均現地気圧,降雪量,降雪量（平年）,最深積雪,最深積雪（平年）
2014-10-29,w000001,3.4,4.8,6.58,8.4,5.8,11.7,西北西,18.4,北西,西北西,5.3,6.2,曇後晴,快晴,1014.0,0.0,0.0,0.0,0.0
2014-10-30,w000001,10.1,4.7,12.79,8.2,2.4,4.4,西南西,7.0,西南西,北北東,0.5,6.2,快晴,晴後時々曇,1020.2,0.0,0.0,0.0,0.0
2014-10-31,w000001,3.2,4.7,7.05,8.1,2.7,7.8,西,11.7,西,北北東,5.0,6.2,曇一時雨後晴,晴後一時薄曇,1017.6,0.0,0.0,0.0,0.0
2014-11-01,w000001,0.4,4.6,4.25,7.9,2.9,6.3,東南東,9.8,東,東,7.5,6.2,曇後雨,曇時々雨,1011.7,0.0,0.0,0.0,0.0
2014-11-02,w000001,0.0,4.5,2.46,7.8,2.9,9.5,西,16.7,西,南東,10.0,6.3,雨時々曇,雨一時曇,995.1,0.0,0.0,0.0,0.0
2014-11-03,w000001,2.1,4.5,5.93,7.6,8.8,13.2,西南西,23.6,北西,西,9.5,6.3,雨一時曇、みぞれを伴う,雨時々みぞれ一時晴、あられを伴う,993.3,0.0,0.0,0.0,0.0
2014-11-04,w000001,1.9,4.4,4.75,7.5,7.5,13.6,西,21.3,西,西,8.3,6.4,曇時々晴一時雨,曇一時晴,1008.8,0.0,0.0,0.0,0.0
2014-11-05,w000001,9.7,4.3,11.86,7.4,2.4,6.5,西,8.7,西,北東,2.8,6.4,快晴,快晴,1016.7,0.0,0.0,0.0,0.0
2014-11-06,w000001,5.2,4.3,7.51,7.3,2.7,9.0,北西,13.2,北西,南,6.8,6.5,晴後曇,曇一時雨後晴,1010.4,0.0,0.0,0.0,0.0
2014-11-07,w000001,5.7,4.2,9.4,7.1,6.2,11.5,西,17.6,西北西,西,5.0,6.6,晴後曇,曇時々晴,1013.3,0.0,0.0,0.0,0.0
2014-11-08,w000001,3.9,4.1,6.63,7.0,5.5,9.5,西,15.0,西北西,西,9.0,6.7,晴後曇,曇,1019.4,0.0,0.0,0.0,0.0
2014-11-09,w000001,1.4,4.0,4.54,6.9,2.3,5.3,東南東,7.9,東,東,9.8,6.8,曇後一時雨,雨時々曇,1015.2,0.0,0.0,0.0,0.0
2014-11-10,w000001,1.6,3.9,4.69,6.8,5.7,13.1,南西,19.7,西南西,西,7.5,6.9,曇時々雨,快晴,1008.9,0.0,0.0,0.0,0.0
2014-11-11,w000001,7.1,3.9,9.08,6.7,2.0,3.8,北北東,4.8,南南東,北北東,3.0,7.0,晴後曇,晴一時曇,1011.4,0.0,0.0,0.0,0.0
2014-11-12,w000001,3.5,3.8,7.14,6.6,3.5,12.8,西南西,23.0,西南西,南東,9.0,7.0,曇後時々雨、雷を伴う,曇時々雨、雷を伴う,998.4,0.0,1.0,0.0,1.0
2014-11-13,w000001,0.8,3.7,3.72,6.5,7.9,13.7,西,24.3,西,西,9.0,7.1,雨一時曇後雪、あられを伴う,雪一時曇,994.1,0.0,1.0,0.0,1.0
2014-11-14,w000001,0.6,3.6,3.03,6.4,7.2,11.0,西,19.7,西,西,9.8,7.2,曇一時雪,曇時々雪,1004.7,2.0,1.0,2.0,1.0
2014-11-15,w000001,0.4,3.6,3.92,6.3,4.2,11.6,西,18.3,西,西北西,10.0,7.2,雪,曇一時雪,1011.4,5.0,1.0,4.0,1.0
2014-11-16,w000001,1.0,3.5,3.65,6.2,2.9,8.5,西北西,12.6,西北西,西北西,9.8,7.3,曇,曇,1015.3,0.0,1.0,0.0,1.0
2014-11-17,w000001,7.4,3.5,9.06,6.1,1.9,3.6,北北東,5.0,西北西,北北東,5.5,7.3,晴時々曇,晴一時曇,1013.0,0.0,1.0,0.0,1.0
2014-11-18,w000001,7.8,3.4,9.99,6.1,3.3,7.9,北西,11.1,西北西,北北西,4.0,7.3,晴後一時曇,晴後曇一時雪,1012.4,0.0,1.0,0.0,1.0
2014-11-19,w000001,2.4,3.4,5.16,6.0,3.4,8.2,西,12.2,西,西北西,8.0,7.4,曇後一時晴,晴一時曇,1016.8,0.0,1.0,0.0,1.0
2014-11-20,w000001,7.9,3.4,9.16,5.9,2.8,5.4,西北西,8.4,西,北北東,3.8,7.4,晴一時曇,晴後一時曇,1020.4,0.0,1.0,0.0,1.0
2014-11-21,w000001,0.6,3.4,3.65,5.9,1.9,4.6,東南東,6.7,南,東,8.3,7.4,曇,曇時々雨、雷を伴う,1018.6,0.0,1.0,0.0,1.0
2014-11-22,w000001,4.2,3.3,6.19,5.8,3.2,7.3,西北西,11.5,西南西,西北西,5.8,7.4,曇後晴一時雨,快晴,1014.5,0.0,1.0,0.0,2.0
2014-11-23,w000001,9.2,3.3,9.97,5.7,3.4,8.0,西,12.0,西,西北西,0.3,7.4,快晴,晴後時々薄曇,1018.3,0.0,1.0,0.0,2.0
2014-11-24,w000001,4.2,3.3,7.21,5.7,2.9,6.2,西,9.4,西,西南西,9.3,7.5,曇後時々雨,曇時々雨後晴,1014.4,0.0,1.0,0.0,2.0
2014-11-25,w000001,8.7,3.3,9.69,5.6,3.2,7.4,西北西,10.9,西北西,北西,2.0,7.5,晴,晴後一時曇,1014.9,0.0,2.0,0.0,2.0
2014-11-26,w000001,0.2,3.3,2.88,5.6,4.4,8.1,東南東,13.1,東南東,東,7.5,7.5,曇後一時雨,雨,1016.3,0.0,2.0,0.0,2.0
2014-11-27,w000001,3.1,3.2,5.76,5.6,2.2,5.1,東,7.9,東,北北西,9.5,7.5,雨後曇一時晴,晴,1016.2,0.0,2.0,0.0,2.0
2014-11-28,w000001,7.9,3.2,8.02,5.5,2.1,4.7,東北東,7.5,東北東,北北東,3.8,7.6,晴後一時曇,雨時々曇,1017.3,0.0,2.0,0.0,3.0
2014-11-29,w000001,0.0,3.2,0.89,5.5,1.4,3.3,西北西,4.9,南西,西,10.0,7.6,曇後一時雨,曇後一時雨,1010.9,0.0,2.0,0.0,3.0
2014-11-30,w000001,0.0,3.2,1.64,5.4,3.3,8.0,南東,12.8,東南東,東南東,10.0,7.6,雨時々曇,曇時々雨,1011.6,0.0,2.0,0.0,3.0
2014-12-01,w000001,0.0,3.1,0.42,5.4,7.4,11.7,東南東,19.0,東南東,東南東,10.0,7.6,雨一時曇,曇時々雨後一時みぞれ,991.4,0.0,2.0,0.0,3.0
2014-12-02,w000001,0.7,3.1,3.87,5.3,8.9,13.7,西南西,23.4,西南西,西南西,9.8,7.6,雪,雪一時曇,989.1,6.0,2.0,5.0,3.0
2014-12-03,w000001,2.2,3.1,6.02,5.3,6.3,12.4,西南西,21.3,西,西,10.0,7.6,雪時々曇後一時晴,雪一時曇,1001.1,2.0,2.0,5.0,4.0
2014-12-04,w000001,4.0,3.0,5.63,5.2,2.4,5.3,西北西,7.6,西北西,北西,8.3,7.6,晴一時雪,曇一時雪,1006.1,3.0,2.0,5.0,4.0
2014-12-05,w000001,5.6,3.0,7.27,5.2,3.4,7.4,西南西,11.6,西南西,北西,7.0,7.6,曇時々雪,雪一時曇,999.5,8.0,2.0,6.0,4.0
2014-12-06,w000001,1.3,3.0,5.5,5.1,3.4,9.0,西,13.4,西,北西,8.8,7.6,雪,晴時々雪,1000.4,7.0,2.0,9.0,4.0
2014-12-07,w000001,6.9,2.9,7.95,5.1,2.7,7.4,西,10.3,西,北西,4.3,7.6,晴後一時雪,晴後薄曇,1011.2,0.0,2.0,7.0,4.0
2014-12-08,w000001,4.8,2.9,6.11,5.1,2.3,5.3,北北西,6.9,北西,北西,8.5,7.6,薄曇後一時雪,雪後晴一時曇,1018.6,2.0,2.0,6.0,4.0
2014-12-09,w000001,5.6,2.9,6.94,5.1,2.9,6.4,北北西,9.0,北西,西北西,5.0,7.6,晴一時雪,曇後雪,1019.1,1.0,3.0,6.0,5.0
2014-12-10,w000001,0.2,2.9,3.95,5.0,2.6,4.7,西,7.0,西北西,西北西,10.0,7.6,曇,曇,1019.3,1.0,3.0,6.0,5.0
2014-12-11,w000001,0.0,2.9,2.2,5.1,4.2,10.0,西,15.9,西南西,西北西,10.0,7.6,雨一時曇,雪一時曇,1001.6,3.0,3.0,4.0,5.0
2014-12-12,w000001,3.1,2.9,5.72,5.1,4.1,9.0,西北西,15.0,西,西北西,9.5,7.6,雪,雪,1004.4,2.0,3.0,4.0,6.0
2014-12-13,w000001,0.3,2.9,3.62,5.1,3.0,6.7,西,9.8,西,西北西,10.0,7.6,雪,雪,1003.8,20.0,3.0,23.0,6.0
2014-12-14,w000001,2.7,2.9,6.53,5.1,4.0,7.6,北西,11.9,北北西,西北西,8.0,7.5,雪一時曇,晴後時々雪,1007.9,5.0,3.0,22.0,6.0
2014-12-15,w000001,8.4,2.9,8.72,5.1,3.3,7.2,北西,9.9,北西,北西,2.3,7.5,晴一時雪,晴後曇,1016.5,0.0,3.0,16.0,7.0
2014-12-16,w000001,1.5,3.0,3.94,5.1,6.1,12.3,南東,21.6,南東,南東,9.5,7.5,曇時々雨,雨一時晴後雪,1001.0,0.0,3.0,12.0,7.0
2014-12-17,w000001,0.7,3.0,3.71,5.1,6.6,10.8,西,16.6,西,西北西,10.0,7.5,雪,雪,982.0,14.0,3.0,14.0,7.0
2014-12-18,w000001,2.7,3.0,5.74,5.2,5.3,9.6,北西,15.0,北西,北西,9.5,7.6,雪時々曇一時あられ,晴時々雪,1000.5,0.0,3.0,13.0,8.0
2014-12-19,w000001,1.9,3.0,4.53,5.2,3.3,6.7,西北西,11.1,西北西,西,8.0,7.6,曇時々雪,曇後一時みぞれ,1020.6,0.0,3.0,7.0,8.0
2014-12-20,w000001,1.2,3.0,3.94,5.2,3.5,7.3,南西,12.1,西南西,南東,9.8,7.6,曇一時みぞれ後一時雨,雨後雪一時曇,1008.2,0.0,3.0,7.0,8.0
2014-12-21,w000001,3.3,3.0,5.84,5.2,7.6,11.8,西,20.5,西,西,9.0,7.6,雪一時晴,雪後一時晴,1000.1,7.0,3.0,6.0,9.0
2014-12-22,w000001,2.0,3.0,5.39,5.2,6.2,11.5,西,17.7,西,西北西,8.5,7.6,雪一時曇、あられを伴う,雪,999.2,8.0,3.0,11.0,9.0
2014-12-23,w000001,1.4,3.1,4.82,5.2,5.9,9.7,西北西,16.5,西,西北西,9.8,7.6,雪一時曇,雪一時曇,1007.9,5.0,3.0,13.0,9.0
2014-12-24,w000001,0.0,3.1,3.23,5.2,2.7,6.0,西北西,9.2,西北西,北西,9.5,7.6,曇時々雪,曇後一時晴,1005.5,3.0,3.0,13.0,9.0
2014-12-25,w000001,2.6,3.1,6.78,5.2,2.8,7.9,北西,12.1,西,西北西,8.5,7.6,雪一時曇,雪一時曇,1005.0,12.0,3.0,16.0,10.0
2014-12-26,w000001,5.5,3.1,7.42,5.2,4.1,9.7,西,15.0,西,西北西,7.0,7.6,雪時々晴,晴一時曇,1009.4,5.0,3.0,19.0,10.0
2014-12-27,w000001,2.8,3.1,5.71,5.3,3.7,8.2,西,13.3,西,西北西,4.8,7.6,曇時々晴,晴後曇,1016.9,0.0,3.0,13.0,10.0
2014-12-28,w000001,1.6,3.1,4.3,5.3,2.9,6.1,西南西,9.7,西南西,北西,8.8,7.6,曇後一時晴,曇時々雨後晴,1012.7,0.0,3.0,12.0,10.0
2014-12-29,w000001,5.8,3.1,7.21,5.3,2.8,5.9,西北西,8.5,西北西,北西,5.5,7.6,晴一時曇,晴後曇,1003.1,0.0,3.0,7.0,11.0
2014-12-30,w000001,4.2,3.1,6.24,5.4,3.2,6.9,西北西,10.0,西北西,西北西,10.0,7.6,曇時々雪,曇時々雪,999.6,2.0,3.0,7.0,11.0
2014-12-31,w000001,1.4,3.2,3.99,5.4,3.2,8.3,西,12.4,西,西北西,8.5,7.6,雪一時曇,晴一時曇,998.8,5.0,3.0,12.0,11.0
2015-01-01,w000001,5.6,3.2,6.94,5.5,3.3,7.5,北西,10.7,北西,北西,7.3,7.6,晴一時雪,晴一時雪,993.7,3.0,3.0,13.0,12.0
2015-01-02,w000001,3.7,3.2,7.04,5.5,4.1,8.2,北西,12.6,西北西,西北西,9.0,7.6,雪時々晴,晴時々雪,1001.1,5.0,3.0,14.0,12.0
2015-01-03,w000001,2.3,3.2,5.62,5.6,3.7,6.8,西,12.1,西,西北西,6.3,7.6,雪一時曇,雪時々曇,1004.0,8.0,3.0,18.0,12.0
2015-01-04,w000001,6.0,3.2,7.12,5.6,2.4,7.3,西北西,11.7,西北西,西北西,6.8,7.6,晴時々曇,曇後一時晴,1006.3,2.0,3.0,20.0,13.0
2015-01-05,w000001,2.5,3.2,5.93,5.7,2.0,5.5,西北西,8.2,西北西,西北西,9.5,7.6,曇一時晴,曇後一時雨,1010.9,0.0,3.0,15.0,13.0
2015-01-06,w000001,0.0,3.2,0.98,5.7,5.1,10.8,西北西,17.5,西,西北西,10.0,7.6,雨時々曇一時雪,雪一時ふぶき,993.2,3.0,4.0,12.0,14.0
2015-01-07,w000001,1.1,3.2,4.79,5.7,7.2,13.7,西,22.4,西,西,9.8,7.6,雪一時ふぶき,曇時々雪,989.8,16.0,4.0,25.0,14.0
2015-01-08,w000001,5.8,3.1,7.95,5.8,4.1,8.7,西北西,12.2,北西,西北西,9.0,7.6,曇後晴,晴時々曇,998.6,0.0,4.0,22.0,15.0
2015-01-09,w000001,5.1,3.1,7.13,5.8,3.9,6.6,北西,10.5,北西,北西,5.8,7.6,晴一時曇,晴後雪時々曇,1001.7,0.0,4.0,18.0,15.0
2015-01-10,w000001,1.9,3.1,4.28,5.9,4.7,8.3,西北西,13.6,西,西北西,9.5,7.6,雪一時曇,雪,1000.4,3.0,4.0,17.0,16.0
2015-01-11,w000001,3.9,3.2,7.39,5.9,3.7,6.8,西,9.9,西北西,西北西,8.0,7.6,雪時々曇後晴,晴後曇時々雪,1003.0,0.0,4.0,16.0,17.0
2015-01-12,w000001,5.6,3.2,7.77,6.0,5.1,10.5,北北西,16.1,北北西,北西,9.5,7.6,曇後一時晴,曇一時晴,1010.0,2.0,4.0,16.0,18.0
2015-01-13,w000001,0.8,3.2,4.61,6.1,4.4,8.0,西北西,11.7,西北西,西北西,9.5,7.6,曇,曇一時晴,1019.7,0.0,4.0,12.0,18.0
2015-01-14,w000001,6.9,3.2,8.32,6.1,3.9,7.9,西,10.9,西,西北西,6.0,7.6,晴一時曇,曇一時晴,1018.9,0.0,4.0,12.0,19.0
2015-01-15,w000001,4.0,3.3,6.49,6.2,2.1,4.9,北北西,7.6,北西,北西,8.8,7.5,曇一時晴,曇後晴,1011.6,0.0,4.0,11.0,19.0
2015-01-16,w000001,5.1,3.3,7.9,6.3,2.9,6.9,西北西,9.9,西北西,西北西,7.0,7.5,曇時々晴,曇後雪,1007.4,0.0,4.0,11.0,20.0
2015-01-17,w000001,3.4,3.3,6.96,6.4,6.3,11.5,西北西,18.2,西,西北西,9.5,7.5,雪一時曇,曇一時雪後晴,997.1,14.0,4.0,22.0,20.0
2015-01-18,w000001,6.1,3.4,8.56,6.5,4.7,9.5,北西,14.4,北西,北西,6.8,7.5,晴後一時曇,雪一時曇,1007.8,0.0,4.0,20.0,21.0
2015-01-19,w000001,1.6,3.4,5.07,6.6,3.1,6.7,北西,10.0,北西,北西,9.8,7.5,曇時々雪,雪時々曇,1003.9,3.0,4.0,21.0,21.0
2015-01-20,w000001,7.9,3.5,10.13,6.7,4.9,10.7,西北西,17.3,西北西,西北西,3.5,7.5,晴一時雪,晴,1014.4,5.0,4.0,26.0,21.0
2015-01-21,w000001,3.1,3.5,6.69,6.8,1.9,3.9,北北東,4.9,北北東,北北東,7.3,7.5,曇一時晴,曇一時晴,1021.4,0.0,4.0,22.0,22.0
2015-01-22,w000001,0.5,3.5,4.68,6.8,2.2,4.9,東,7.5,東北東,東,9.8,7.5,曇時々雨,雨時々曇,1010.7,0.0,4.0,20.0,22.0
2015-01-23,w000001,1.6,3.5,6.2,6.9,6.7,11.4,北西,18.6,北西,北西,8.3,7.5,雪時々曇一時みぞれ,晴一時曇,1000.6,0.0,4.0,15.0,23.0
2015-01-24,w000001,7.5,3.5,10.01,7.0,3.1,7.9,西北西,11.3,西北西,北西,3.0,7.5,晴一時曇,晴後一時曇,1014.1,0.0,4.0,13.0,23.0
2015-01-25,w000001,3.0,3.6,7.73,7.1,1.6,3.5,北北東,4.3,西北西,北東,7.3,7.5,曇一時晴,曇一時晴,1022.4,0.0,4.0,13.0,23.0
2015-01-26,w000001,2.9,3.6,6.44,7.2,2.5,4.8,東,6.9,東,東南東,8.8,7.5,曇一時雨,曇一時晴後時々雨,1016.9,0.0,4.0,13.0,24.0
2015-01-27,w000001,0.2,3.6,2.74,7.3,5.3,10.5,西北西,16.2,西,西,10.0,7.5,雨後曇一時雪,雪時々曇,1004.2,1.0,4.0,11.0,24.0
2015-01-28,w000001,2.9,3.6,7.23,7.4,4.3,8.7,西北西,12.6,西北西,西北西,10.0,7.5,雪一時曇,雪一時曇,1010.9,9.0,4.0,18.0,24.0
2015-01-29,w000001,0.2,3.7,4.96,7.6,1.9,4.2,西,7.5,西,西,9.8,7.5,雪一時曇,曇,1019.3,4.0,4.0,19.0,25.0
2015-01-30,w000001,2.5,3.7,6.83,7.7,2.3,7.2,東,10.2,東,東,9.8,7.5,曇一時雪,曇一時晴,1014.5,1.0,4.0,17.0,25.0
2015-01-31,w000001,4.5,3.8,8.24,7.8,4.8,9.6,北西,14.8,北西,北西,8.5,7.5,曇後一時晴,晴後一時雪,1004.8,0.0,4.0,13.0,26.0
2015-02-01,w000001,6.7,3.9,10.14,7.9,5.4,10.2,北西,15.4,北西,北西,5.8,7.5,雪後晴,晴一時雪,1010.7,5.0,4.0,16.0,26.0
2015-02-02,w000001,6.0,3.9,9.33,8.1,5.2,9.0,北西,13.8,北北西,北西,9.5,7.4,晴一時雪,曇一時雪,1014.8,0.0,4.0,13.0,26.0
2015-02-03,w000001,2.8,3.9,7.94,8.2,5.2,9.2,北西,14.2,北西,北西,7.3,7.4,曇時々雪,晴後一時曇,1017.3,1.0,4.0,14.0,27.0
2015-02-04,w000001,8.5,4.0,11.62,8.3,2.3,5.6,西北西,7.8,西北西,北北東,3.0,7.5,晴一時曇,晴時々曇,1015.4,0.0,4.0,13.0,27.0
2015-02-05,w000001,5.4,4.0,9.27,8.4,1.7,4.4,東,6.4,南南東,北北東,7.8,7.5,晴後曇,曇時々晴,1011.4,0.0,3.0,13.0,27.0
2015-02-06,w000001,7.4,4.0,10.77,8.5,2.7,5.4,北北西,8.2,北,北北西,5.3,7.5,晴後一時曇,曇後一時雪,1011.1,0.0,3.0,13.0,27.0
2015-02-07,w000001,4.4,4.0,8.49,8.6,2.0,5.0,南南東,8.7,南南東,北,10.0,7.5,曇時々雪一時みぞれ,曇一時みぞれ,1014.3,2.0,3.0,13.0,28.0
2015-02-08,w000001,0.0,4.0,2.1,8.7,4.4,9.8,西北西,16.4,西北西,東南東,10.0,7.5,曇後雨,雪時々曇一時雨,1000.6,1.0,3.0,11.0,28.0
2015-02-09,w000001,1.0,4.0,6.29,8.8,6.7,10.7,西,16.7,西北西,西南西,10.0,7.6,雪,雪,997.7,19.0,3.0,27.0,28.0
2015-02-10,w000001,1.6,4.0,7.74,8.8,4.3,9.3,西南西,14.4,西,西南西,10.0,7.6,雪,雪後晴,997.7,9.0,3.0,33.0,28.0
2015-02-11,w000001,5.5,4.0,11.57,8.9,2.7,5.0,西南西,8.3,西,北,8.3,7.6,曇時々晴一時雪,曇時々雪,1003.7,0.0,3.0,32.0,28.0
2015-02-12,w000001,6.6,4.0,11.52,9.0,1.9,5.1,北西,6.4,北西,北北西,7.5,7.6,晴一時雪,曇後雪,1000.1,0.0,3.0,24.0,28.0
2015-02-13,w000001,0.3,4.0,4.45,9.1,5.5,11.4,北西,18.0,北西,北西,8.8,7.6,雪一時曇,曇時々雪一時晴,990.2,14.0,3.0,33.0,28.0
2015-02-14,w000001,6.9,4.1,12.12,9.3,4.9,11.1,西,15.5,西,西北西,5.3,7.6,晴時々曇一時雪,晴一時雪,999.4,3.0,3.0,29.0,28.0
2015-02-15,w000001,4.2,4.1,9.13,9.4,5.8,11.9,北西,17.6,北西,北西,6.3,7.5,晴後曇,曇,1003.6,0.0,3.0,26.0,28.0
2015-02-16,w000001,4.2,4.2,9.88,9.5,7.4,12.0,北西,18.2,北西,北西,7.0,7.5,曇後晴,晴,1007.9,0.0,3.0,24.0,28.0
2015-02-17,w000001,4.0,4.2,7.6,9.7,3.3,7.2,東南東,11.5,南東,東南東,7.5,7.5,曇時々みぞれ,曇時々雪,1009.9,1.0,3.0,21.0,28.0
2015-02-18,w000001,0.0,4.3,3.26,9.8,6.2,9.0,東,13.9,東,東,10.0,7.4,曇時々雪一時みぞれ,曇後時々晴,1008.3,1.0,3.0,21.0,28.0
2015-02-19,w000001,5.7,4.3,10.36,9.9,2.2,4.8,西北西,6.7,北西,北西,9.0,7.4,曇一時晴,薄曇時々晴,1010.4,0.0,3.0,20.0,28.0
2015-02-20,w000001,7.7,4.4,13.88,10.1,2.8,6.8,北西,9.3,北西,北北西,5.3,7.4,晴時々曇,曇時々晴,1017.6,0.0,3.0,20.0,27.0
2015-02-21,w000001,8.3,4.4,13.81,10.2,2.6,5.8,東,8.1,東,東,7.5,7.3,曇後晴,曇一時晴,1022.0,0.0,3.0,19.0,27.0
2015-02-22,w000001,3.8,4.5,10.35,10.3,3.7,6.4,東南東,9.7,東,東,10.0,7.3,曇後一時雨,雨後一時晴,1013.2,0.0,3.0,18.0,27.0
2015-02-23,w000001,5.6,4.5,11.36,10.4,5.5,9.8,西,14.8,西北西,西,10.0,7.3,晴時々曇,曇時々雪,1002.9,0.0,3.0,13.0,26.0
2015-02-24,w000001,2.8,4.5,7.65,10.5,5.6,9.5,西南西,15.2,西南西,西南西,8.5,7.3,曇時々雪一時晴,曇一時雪,1005.4,3.0,3.0,10.0,26.0
2015-02-25,w000001,0.9,4.6,6.51,10.7,2.9,7.4,西北西,10.9,西北西,西北西,9.5,7.3,曇時々雪,雪後晴,1013.5,4.0,3.0,10.0,25.0
2015-02-26,w000001,6.8,4.6,11.33,10.8,4.5,9.1,東南東,13.2,東南東,東南東,8.3,7.2,晴後曇,曇時々雨,1011.5,0.0,3.0,9.0,25.0
2015-02-27,w000001,4.0,4.6,9.91,10.9,6.1,10.5,北西,16.3,北北西,西,8.5,7.2,曇時々みぞれ一時雨,曇時々雨一時雪,994.1,0.0,3.0,5.0,24.0
2015-02-28,w000001,8.3,4.7,16.02,11.0,5.6,11.2,北北西,16.5,北西,北西,6.8,7.2,晴,晴後曇,1016.3,0.0,3.0,0.0,23.0
2015-03-01,w000001,0.2,4.7,5.61,11.1,2.6,6.7,東南東,8.9,南東,北西,10.0,7.2,曇後雪一時みぞれ,雨時々みぞれ,1009.7,0.0,3.0,0.0,23.0
2015-03-02,w000001,5.7,4.7,12.3,11.3,6.0,12.1,北西,17.3,北西,北西,9.5,7.1,晴時々みぞれ一時雨,曇時々雪後一時晴,999.6,0.0,3.0,0.0,22.0
2015-03-03,w000001,4.9,4.8,11.51,11.4,4.0,7.1,西,10.9,東南東,西北西,9.8,7.1,晴後曇,曇後雨一時みぞれ,1011.9,0.0,3.0,0.0,21.0
2015-03-04,w000001,0.0,4.8,4.2,11.5,3.9,8.0,東,12.2,東,東,9.3,7.1,みぞれ後雨,雪時々晴後曇,999.5,1.0,3.0,1.0,21.0
2015-03-05,w000001,7.6,4.8,14.83,11.6,4.5,9.8,北西,13.7,北西,北西,6.0,7.1,晴一時雪,晴,1006.9,0.0,3.0,0.0,20.0
2015-03-06,w000001,7.1,4.9,14.65,11.7,2.6,5.2,東,7.7,南南東,東南東,6.3,7.1,晴後曇一時みぞれ,みぞれ時々曇,1019.7,0.0,3.0,0.0,19.0
2015-03-07,w000001,2.7,4.9,11.16,11.8,3.7,5.8,東南東,8.4,東,東,9.8,7.1,曇時々雨一時みぞれ,曇一時雨後晴,1019.1,0.0,3.0,0.0,18.0
2015-03-08,w000001,10.7,4.9,17.83,11.9,2.3,5.6,東,8.7,東南東,南東,2.3,7.0,晴一時薄曇,晴後曇,1020.9,0.0,2.0,0.0,18.0
2015-03-09,w000001,0.0,4.9,2.94,12.0,6.1,10.9,東南東,16.8,東南東,東,10.0,7.0,曇時々雨,大雨,1012.7,0.0,2.0,0.0,17.0
2015-03-10,w000001,0.0,4.9,1.76,12.0,6.5,12.6,東南東,21.1,東南東,西南西,10.0,7.0,雨後時々曇一時雪,雪一時曇,985.1,1.0,2.0,1.0,16.0
2015-03-11,w000001,0.1,4.9,8.2,12.1,8.6,13.0,西南西,19.5,西南西,西南西,10.0,7.0,雪一時ふぶき,雪,986.8,15.0,2.0,9.0,15.0
2015-03-12,w000001,2.0,4.9,12.89,12.1,6.3,9.4,西南西,14.0,西,西南西,9.8,7.0,雪,雪一時曇,997.6,4.0,2.0,11.0,14.0
2015-03-13,w000001,0.3,4.9,8.41,12.2,4.2,9.3,西,13.6,西,西,9.5,7.1,雪時々曇,曇一時雪後晴,1005.1,9.0,2.0,8.0,13.0
2015-03-14,w000001,8.3,4.9,17.21,12.2,2.5,5.5,西南西,8.2,西北西,西,6.5,7.1,晴一時みぞれ,曇一時晴,1013.3,0.0,2.0,4.0,12.0
2015-03-15,w000001,2.9,4.9,10.82,12.3,3.3,6.6,西南西,9.8,南西,西,9.8,7.1,曇後一時晴,曇一時晴,1017.4,0.0,2.0,0.0,11.0
2015-03-16,w000001,5.6,5.0,13.18,12.4,2.8,6.6,西南西,9.2,西南西,南西,5.8,7.1,晴時々曇,晴後一時薄曇,1016.5,0.0,2.0,0.0,10.0
2015-03-17,w000001,6.3,5.0,13.33,12.4,3.0,9.4,南西,13.8,南西,北東,7.0,7.0,曇時々晴,曇一時雨後晴,1010.7,0.0,1.0,0.0,9.0
2015-03-18,w000001,10.4,5.0,18.66,12.5,3.2,7.4,西,11.0,西北西,北北西,6.0,7.0,晴後薄曇,薄曇,1013.5,0.0,1.0,0.0,8.0
2015-03-19,w000001,2.0,5.1,10.61,12.6,3.1,6.6,東南東,10.9,東南東,東南東,10.0,7.0,曇,曇,1008.6,0.0,1.0,0.0,7.0
2015-03-20,w000001,3.4,5.1,9.06,12.8,3.0,6.4,西北西,11.8,北西,西北西,5.3,7.0,曇時々霧雨後一時雨,快晴,1009.2,0.0,1.0,0.0,6.0
2015-03-21,w000001,10.5,5.2,19.16,12.9,3.1,8.8,西,12.9,西,南西,3.8,6.9,晴後一時曇,晴時々曇一時雨,1008.9,0.0,1.0,0.0,5.0
2015-03-22,w000001,9.6,5.2,17.76,13.0,3.2,6.8,西南西,10.7,南南東,西北西,5.5,6.9,晴後薄曇,曇時々雨一時晴,1004.4,0.0,1.0,0.0,5.0
2015-03-23,w000001,2.7,5.3,12.31,13.2,4.3,11.7,南西,17.7,南西,西,8.3,6.9,曇時々雪一時晴,曇時々雪一時晴,1003.5,1.0,1.0,1.0,4.0
2015-03-24,w000001,4.1,5.4,13.1,13.3,5.9,12.4,北西,19.1,北西,北西,9.0,6.8,みぞれ時々雪一時曇,曇一時雪、みぞれを伴う,1003.5,1.0,1.0,2.0,4.0
2015-03-25,w000001,6.0,5.4,16.1,13.5,5.9,10.5,北北西,16.3,北北西,北北西,6.8,6.8,晴一時雨,晴,1017.5,0.0,1.0,0.0,3.0
2015-03-26,w000001,11.2,5.5,20.81,13.7,4.3,9.0,西,14.5,西,西,2.0,6.7,晴,晴一時薄曇,1019.0,0.0,1.0,0.0,3.0
